 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
 1787701176399 ;SP ;RIBEIRAO PRETO ;RECREIO DAS ACACIAS ;AVENIDA AFONCO VALERA, N. 1185, Apto 1205, BL 01 ;176.376,30;220.000,00;19.83;Apartamento, 0.00 de área total, 44.32 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701176399
 8555535833680 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA ITAPICURUS, N. 1735, Apto 21, TORRE 2 MONTREAL, PAV 2 ;129.708,28;159.000,00;18.43;Apartamento, 0.00 de área total, 40.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535833680
 8787709410305 ;SP ;RIBEIRAO PRETO ;CHACARAS PEDRO CORREA DE CARVALHO ;ESTRADA VICENTE CANUTO, N. 280, Apto 23, TORRE 3 BL B ;124.595,55;150.000,00;16.94;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709410305
 1444404270312 ;SP ;RIBEIRAO PRETO ;JARDIM ANTARTICA ;RUA PADRE ANCHIETA, N. 1573, . ;284.992,70;340.000,00;16.18;Casa, 0.00 de área total, 101.20 de área privativa, 135.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404270312
 8555531771892 ;SP ;RIBEIRAO PRETO ;QUINTINO FACCI II ;RUA LARA NILSA RAFFAINI CACAO, N. 630, Apto 3, TERREO, BL 21 ;102.604,62;120.000,00;14.50;Apartamento, 0.00 de área total, 48.73 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531771892
 8787700447052 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL GREENVILLE ;RUA JOSE BARENSE, N. 1155, Apto 102, TERREO, BL 42 ;128.393,65;150.000,00;14.41;Apartamento, 0.00 de área total, 44.25 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700447052
 8555533620336 ;SP ;RIBEIRAO PRETO ;JARDIM CASTELO BRANCO ;AVENIDA LEAO XIII, N. 3905, Apto 108, BL 22 ;131.539,81;145.000,00;9.29;Apartamento, 0.00 de área total, 46.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533620336
 8555538491828 ;SP ;RIBEIRAO PRETO ;CONJUNTO HABITACIONAL SILVIO PASSALACQUA ;RUA LUIZ CROPANESE SPADARO JR, N. 100, Apto 301, BL 19 ;140.680,44;155.000,00;9.24;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538491828
 8787710109176 ;SP ;RIBEIRAO PRETO ;QUINTINO FACCI II ;ESTRADA VICENTE CANUTO, N. 280, Apto 22, T 03 BL B ;139.610,17;153.500,00;9.05;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710109176
 8555539309683 ;SP ;RIBEIRAO PRETO ;CAMPOS ELISEOS ;RUA MARTINS PENA, N. 145, Apto 31, TORRE 03, BLOCO D ;126.218,08;135.000,00;6.51;Apartamento, 0.00 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539309683
 8555538404682 ;SP ;RIBEIRAO PRETO ;JD HEITOR RIGON ;RUA JOSE DE ALCANTARA, N. 1115, Apto 31, T 06 BL A ;127.089,80;135.000,00;5.86;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538404682
 8555539049290 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DR FERNANDO MENDES GARCIA, N. 2720, Apto 21, BL D, TORRE 06 ;136.442,73;143.000,00;4.59;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539049290
 8787710273820 ;SP ;RIBEIRAO PRETO ;CHACARAS PEDRO CORREA DE CARVALHO ;ESTRADA VICENTE CANUTOZ, N. 280, Apto 32, T 02, BL C ;126.804,00;128.000,00;0.94;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710273820
 1288100003178 ;SP ;RIBEIRAO PRETO ;JARDIM SUMARE ;AVENIDA SUMARE, N. 745, LOT 2 QUAD 28 ;1.544.000,00;1.544.000,00;0.00;Casa, 0.00 de área total, 506.48 de área privativa, 786.50 de área do terreno,  4 qto(s), WC, 3 sala(s), 1 lavabo(s), cozinha, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1288100003178
 8555540180370 ;SP ;RIBEIRAO PRETO ;RECANTO DAS PALMEIRA ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 01, BL B TORRE 06 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540180370
 8787710994536 ;SP ;RIBEIRAO PRETO ;BONFIM PAULISTA ; RUA ALFREDO PUCCI, N. 80, Apto 24, BLOCO B TORRE 2 ;190.000,00;190.000,00;0.00;Apartamento, 0.00 de área total, 40.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710994536
 8787714587382 ;SP ;RIBEIRAO PRETO ;BONFIM PAULISTA ;RUA ALFREDO PUCCI, N. 80, Apto 13, TORRE 01 ;148.500,00;148.500,00;0.00;Apartamento, 0.00 de área total, 42.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714587382
 8787702366130 ;SP ;RIBEIRAO PRETO ;JARDIM PAULISTANO ;R DR ANTONIO CARLOS MARCAL, N. 55, Apto 1001, TORRE C ;220.000,00;220.000,00;0.00;Apartamento, 0.00 de área total, 48.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702366130
 8555509356500 ;SP ;RIBEIRAO PRETO ;JARDIM PAULISTA ;RUA CRAVINHOS, N. 106, Apto 24, 2ºANDAR ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 39.44 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555509356500
 8787707782159 ;SP ;RIBEIRAO PRETO ;CENTRO ;AVENIDA CARAMURU, N. 2500, Apto 1507, BL 01 ;270.000,00;270.000,00;0.00;Apartamento, 0.00 de área total, 49.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707782159
 8555536660207 ;SP ;RIBEIRAO PRETO ;CAMPOS ELISEOS ;RUA MARTINS PENA, N. 145, Apto 12, BL F, TORRE 1 ;140.992,62;140.992,62;0.00;Apartamento, 0.00 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536660207
 8787705138120 ;SP ;RIBEIRAO PRETO ;ALTO DO IPIRANGA ;RUA JAPURA, N. 1285, Apto 13, 1º ANDAR ;189.000,00;189.000,00;0.00;Apartamento, 0.00 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705138120
 8787705341635 ;SP ;RIBEIRAO PRETO ;ALTO DO IPIRANGA ;RUA JAPURA, N. 1285, Apto 125, . ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 47.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705341635
 8787701583480 ;SP ;RIBEIRAO PRETO ;JARDIM INTERLAGOS ;RUA ZILDA DE SOUZA RIZZI, N. 751, Apto 01, BL BTORRE 5 ;152.000,00;152.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701583480
 8444412365864 ;SP ;RIBEIRAO PRETO ;JARDIM JANDAIA ;RUA JAPURA, N. 3530, CS 1 ;178.000,00;178.000,00;0.00;Apartamento, 0.00 de área total, 49.91 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412365864
 8444404512241 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA TAPAJOS, N. 2134, ;195.000,00;195.000,00;0.00;Casa, 0.00 de área total, 141.10 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404512241
 8555522635850 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA PADRE BENTO DIAS PACHECO, N. 480, Apto 13, BL C ;131.000,00;131.000,00;0.00;Apartamento, 0.00 de área total, 48.79 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555522635850
 8555536680321 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA RIO PARAGUACU, N. 1011, Apto 102, BL 02 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536680321
 8555537053908 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 4875, Apto 31, BL B TORRE 1 ;148.000,00;148.000,00;0.00;Apartamento, 0.00 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537053908
 8555537688911 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 4635, Apto 13, TORRE 2 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537688911
 8555538279780 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;AV EDUARDO ANDREA MATARAZZO, N. 4875, Apto 03, TORRE 02 BL A ;148.000,00;148.000,00;0.00;Apartamento, 0.00 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538279780
 8555538733082 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 4635, Apto 2, TORRE 04, BL A ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 42.80 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538733082
 8787710109869 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA JAPURA, N. 3055, Apto 32, BL C TORRE 2 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 42.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710109869
 8787710235414 ;SP ;RIBEIRAO PRETO ;IPIRANGA ;RUA JAPURA, N. 3055, Apto 02, BL D TORRE 3 ;158.500,00;158.500,00;0.00;Apartamento, 0.00 de área total, 42.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710235414
 8787702879707 ;SP ;RIBEIRAO PRETO ;PARQUE RESIDENCIAL LAGOINHA ;RUA FRANCISCO CAETANO GAIA, N. 730, Apto 11, BL A, TORRE 03 ;153.000,00;153.000,00;0.00;Apartamento, 0.00 de área total, 42.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702879707
 8787702953621 ;SP ;RIBEIRAO PRETO ;PARQUE RESIDENCIAL LAGOINHA ;RUA FRANCISCO CAETANO GAIA, N. 730, Apto 23, BL C TR 01 ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 42.50 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702953621
 8555526824274 ;SP ;RIBEIRAO PRETO ;PARQUE SAO SEBASTIAO ;AVENIDA DOUTOR WALTER BELIAN, N. 1265, Apto 301, BL 03 ;128.000,00;128.000,00;0.00;Apartamento, 0.00 de área total, 43.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526824274
 8444416899863 ;SP ;RIBEIRAO PRETO ;PARQUE RIBEIRAO PRETO ;RUA SAMUEL MARTINELLI, N. 389, QD 04 LT 21 ;246.500,00;246.500,00;0.00;Casa, 0.00 de área total, 108.67 de área privativa, 159.01 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416899863
 8787702274775 ;SP ;RIBEIRAO PRETO ;PARQUE RIBEIRAO PRETO ;AVENIDA DOS ANDRADAS, N. 550, Apto 31, BL 09 ;158.000,00;158.000,00;0.00;Apartamento, 0.00 de área total, 47.64 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702274775
 8555536077757 ;SP ;RIBEIRAO PRETO ;PLANALTO VERDE ;RUA DOUTOR GALDOS ANGULO, N. 880, Apto 2, TORRE 4. BL A. VG 1 ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 42.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536077757
 8444427815216 ;SP ;RIBEIRAO PRETO ;VILA AMELIA ;RUA BORBA GATO, N. 117, ;180.000,00;180.000,00;0.00;Casa, 0.00 de área total, 80.32 de área privativa, 98.05 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427815216
 8555515567577 ;SP ;RIBEIRAO PRETO ;RIBEIRANIA ;AVENIDA LEAO XIII, N. 3905, Apto 301, 301, 22 ;158.000,00;158.000,00;0.00;Apartamento, 0.00 de área total, 46.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555515567577
 8555537111606 ;SP ;RIBEIRAO PRETO ;VALENTINA FIGUEIREDO ;AVENIDA EDUARDO ANDREA MATARAZZO, N. 4875, Apto 32, BL E TORRE 1 ;144.000,00;144.000,00;0.00;Apartamento, 0.00 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537111606
 8787702918141 ;SP ;RIBEIRAO PRETO ;VALENTINA FIGUEIREDO ;RUA TITO BONAGAMBA, N. 350, Apto 13, 1ºPAV. TORRE1. BL D. VG ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702918141
 8787702918737 ;SP ;RIBEIRAO PRETO ;VALENTINA FIGUEIREDO ;RUA TITO BONAGAMBA, N. 350, Apto 32, TR 01 BL A ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702918737
 1444407715790 ;SP ;RIBEIRAO PRETO ;RECREIO ANHANGUERA ;RUA LUPERCIO BERTOCHI, N. 270, LT 1 QD 03 ;265.000,00;265.000,00;0.00;Casa, 0.00 de área total, 101.88 de área privativa, 135.85 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407715790
 8555540036490 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 22, BL F TORRE 3 ;164.500,00;164.500,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540036490
 8555540214925 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 23, BL A TORRE 7 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540214925
 8555540224122 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 32, BL B TORRE 3 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540224122
 8555540245227 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AVENIDA DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 12, BL D TORRE 3 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540245227
 8555540273620 ;SP ;RIBEIRAO PRETO ;JARDIM DIVA TARLA DE CARVALHO ;AV DOUTOR FERNANDO MENDES GARCIA, N. 2720, Apto 01, TORRE 04 BL C ;164.500,00;164.500,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540273620
 8555538940452 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;AV DR MARCOS ANTONIO MACARIO DOS SANTOS, N. 780, Apto 01, BL A TORRE 1-SANTIAGO ;143.000,00;143.000,00;0.00;Apartamento, 0.00 de área total, 42.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538940452
 8555538944148 ;SP ;RIBEIRAO PRETO ;RESIDENCIAL PARQUE DOS SERVIDORES ;AVENIDA DOUTOR MARCOS ANTONIO MACARIO DO SANTOS, N. 780, Apto 13, BL A TORRE 3 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 42.58 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538944148
 8555539139125 ;SP ;RIBEIRAO PRETO ;JARDIM HEITOR RIGON ;RUA JOSE DE ALCANTARA, N. 1075, Apto 03, TR 02 BL C ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539139125
 8787701949884 ;SP ;RIBEIRAO PRETO ;JARDIM HEITOR RIGON ;RUA JOSE DE ALCANTARA, N. 765, Apto 23, BL A - TORRE 1 ;142.000,00;142.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701949884
 8555529345083 ;SP ;RIBEIRAO PRETO ;JARDIM FLORESTAN FERNANDES ;EST ANTONIA MUGNATO MARINCEK, N. 2255, Apto 24, TORRE 01 BL A ;141.000,00;141.000,00;0.00;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529345083
 8555531106686 ;SP ;RIBEIRAO PRETO ;JARDIM FLORESTAN FERNANDES ;RUA ANTONIA MUGNATTO MARINCEK, N. 2255, Apto 22, BL C TORRE 4 ;159.000,00;159.000,00;0.00;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531106686
