 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 10177903 ;SP ;ADAMANTINA ;ADAMANTINA ;RUA SANTO ANDRÉ, N. 98, Nº 160 NO LOCAL - BAIRRO TERRA PRETA ;330.644,43;540.000,00;38.77;Imóvel rural, 0.00 de área total, 0.00 de área privativa, 800.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10177903
 8787708336500 ;SP ;ADAMANTINA ;CONDOMINIO RESIDENCIAL ECOVILLE II ;RUA PADRE CAETANO MARIA DOLCIMASCULO, N. 380, QD F CS 120 ;180.000,00;180.000,00;0.00;Casa, 0.00 de área total, 44.95 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708336500
 8444422223485 ;SP ;AGUAS DE SANTA BARBARA ;CENTRO ;AVENIDA JOSE COSTA, N. SN, LT 14 ;43.568,30;75.000,00;41.91;Terreno, 0.00 de área total, 0.00 de área privativa, 137.48 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422223485
 1444408171750 ;SP ;AGUAS DE SANTA BARBARA ;PARQUE DOS LAGOS ;AVENIDA RIO MISSISSIPI, N. 315, LT 31 QD 21 ;300.000,00;300.000,00;0.00;Casa, 0.00 de área total, 178.15 de área privativa, 1010.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408171750
 8444417146427 ;SP ;AGUDOS ;PARQUE PAMPULHA ;RUA CLAUDEMIR SHESHEL ZAGO, N. 595, Apto 0, QD 45 LOTE A ;135.000,00;135.000,00;0.00;Casa, 0.00 de área total, 48.87 de área privativa, 138.62 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417146427
 8444414508654 ;SP ;ALTAIR ;CONJUNTO HABITACIONAL JARDIM MARIANA CLA ;RUA JOAQUIM NICEZIO PEREIRA, N. 250, QD 02 LT 11 ;104.000,00;104.000,00;0.00;Casa, 0.00 de área total, 58.52 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414508654
 8444402715196 ;SP ;ALVARES MACHADO ;CONJ ALVARES MACHADO ;RUA LUIZ GONZAGA OLIVEIRA  ANTIGO, N. 139, Apto ., LT 30 QD E ;95.667,77;178.000,00;46.26;Casa, 0.00 de área total, 140.00 de área privativa, 170.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402715196
 8444425994679 ;SP ;ALVARES MACHADO ;JARDIM SÃO FRANCISCO ;RUA DOS SERGIPANOS, N. SN, LT 31A, QD 06 ;36.016,46;62.000,00;41.91;Terreno, 0.00 de área total, 0.00 de área privativa, 127.50 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425994679
 8444423466284 ;SP ;ALVARES MACHADO ;PARQUE DOS PINHEIROS ;RUA TEIXEIRA DE MELO (ANTIGA RUA G), N. 170, QD 06  LT 15 B ;20.331,87;35.000,00;41.91;Terreno, 0.00 de área total, 0.00 de área privativa, 125.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423466284
 8444429464933 ;SP ;ALVARES MACHADO ;JARDIM PANORAMA ;RUA COELHO NETO, N. 114, LOTE 35B QUADRA 1 ;96.592,92;163.000,00;40.75;Casa, 0.00 de área total, 53.23 de área privativa, 148.28 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444429464933
 8444427781656 ;SP ;ALVARES MACHADO ;CJ HAB ALVARES MACHA ;RUA NIVALDO ZORZATTO DE ALMEIDA, N. 12, Apto 13, BL D ;123.402,83;78.000,00;0.00;Apartamento, 0.00 de área total, 44.73 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427781656
 8444409326268 ;SP ;ALVARO DE CARVALHO ;CENTRO ;RUA ANTONIO PANTAROTO, N. 27, LT 19 QD 2AP ;48.473,63;80.000,00;39.41;Casa, 0.00 de área total, 54.50 de área privativa, 290.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409326268
 1444410949348 ;SP ;ALVINLANDIA ;JARDIM DOS IPES ;RUA DELFINO RUSSO, N. 285, Apto 0, 04 QD 06 ;210.000,00;210.000,00;0.00;Casa, 0.00 de área total, 96.00 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410949348
 8787706263786 ;SP ;AMERICANA ;MORADA DO SOL ;AVENIDA SAO JERONIMO, N. 2750, Apto 307, BL 27 VG 468 ;104.874,20;176.974,62;40.75;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706263786
 8787705855370 ;SP ;AMERICANA ;MORADA DO SOL ;AVENIDA SAO JERONIMO, N. 2750, Apto 403, BL 28 ;117.256,22;194.000,00;39.56;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705855370
 8444423952456 ;SP ;AMERICANA ;LOTEAMENTO INDUSTRIAL MACHADINHO ;RUA ANGELO ORTOLAN, N. 150, Apto 301, BL 15 ;117.860,63;195.000,00;39.56;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423952456
 8444416263624 ;SP ;AMERICANA ;JARDIM PROGRESSO ;RUA ARNO TOGNETTA, N. 401, Apto 306, BL 09 ;127.143,51;202.000,00;37.06;Apartamento, 0.00 de área total, 50.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416263624
 8444420555413 ;SP ;AMERICANA ;PARQUE LIBERDADE ;RUA SERRA DO PARANAPIACABA, N. 235, 0 ;183.546,52;288.000,00;36.27;Casa, 0.00 de área total, 103.39 de área privativa, 174.62 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420555413
 8555538859400 ;SP ;AMERICANA ;VILA AMORIM ;AVENIDA PADRE OSWALDO VIEIRA DE ANDRADE, N. 1185, Apto 401, BL 23, PAV 3 ;137.585,81;210.000,00;34.49;Apartamento, 0.00 de área total, 42.51 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538859400
 8444424896339 ;SP ;AMERICANA ;MORADA DO SOL ;AVENIDA SAO JERONIMO, N. 2750, Apto 108, TERREO, BL 04, GLEBA A3B ;141.530,05;180.184,46;21.46;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424896339
 1444407504250 ;SP ;AMERICANA ;VILA DAINESE ;RUA FRANCISCO GIONGO, N. 395, Apto 1, TERREO ;185.912,29;224.000,00;17.01;Apartamento, 0.00 de área total, 70.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407504250
 8787703088533 ;SP ;AMERICANA ;MORADA DO SOL ;AVENIDA SAO JERONIMO, N. 2750, Apto 402, BLOCO 12, 3° PAVIMEMENTO ;178.000,00;178.000,00;0.00;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703088533
 8555526312893 ;SP ;AMERICANA ;JARDIM NOSSA SENHORA DO CARMO ;RUA SAO GONCALO, N. 40, Apto 106, BL F ;212.000,00;212.000,00;0.00;Apartamento, 0.00 de área total, 55.12 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526312893
 8555539765328 ;SP ;AMERICANA ;JARDIM GUANABARA ;AVENIDA EUROPA, N. 928, Apto 22, TORRE 08 ;240.000,00;240.000,00;0.00;Apartamento, 0.00 de área total, 49.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539765328
 1444402370913 ;SP ;AMERICANA ;JARDIM BRASILIA ;RUA JOSEPHINA BRAGA CORDENONSI, N. 81, LT 7, QD 15 ;508.000,00;508.000,00;0.00;Casa, 0.00 de área total, 183.25 de área privativa, 325.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402370913
 10207835 ;SP ;AMERICANA ;JARDIM WERNER PLAAS ;RUA DO VIDRACEIRO (ANTIGA RUA 11), N. 52, QD H, LT 10 ;2.084.000,00;2.084.000,00;0.00;Galpão, 0.00 de área total, 807.00 de área privativa, 1000.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10207835
 8444419185519 ;SP ;AMERICANA ;SAO MANOEL ;RUA SANTO ONOFRE, N. 592, QD.A-B LT.5-A ;230.000,00;230.000,00;0.00;Casa, 0.00 de área total, 58.60 de área privativa, 165.30 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419185519
 1444408587590 ;SP ;AMERICANA ;LOTEAMENTO INDUSTRIAL MACHADINHO ;RUA ANGELO ORTOLAN, N. 150, Apto 401, BL 42 VG 508 ;200.000,00;200.000,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408587590
 8444421676923 ;SP ;AMERICANA ;OLHO D'AGUA ;RUA MARANHAO, N. 1945, Apto 12, BL 12 VG 151 ;174.000,00;174.000,00;0.00;Apartamento, 0.00 de área total, 49.27 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421676923
 8555538353450 ;SP ;AMERICANA ;FAZENDA SANTA ANGELICA ;RUA VALENCIA, N. 155, Apto 403, BL 4 ;187.000,00;187.000,00;0.00;Apartamento, 0.00 de área total, 42.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538353450
 1444410641106 ;SP ;AMERICANA ;JARDIM TERRAMERICA II ;RUA CARLOS PENACHIONI, N. 51, Apto ., QD M, LT 51 ;1.128.000,00;1.102.000,00;0.00;Casa, 0.00 de área total, 238.58 de área privativa, 300.00 de área do terreno,  4 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410641106
 8555539360921 ;SP ;AMERICANA ;JARDIM BERTONI ;RUA VALENCIA, N. 155, Apto 308, BL 14 ;174.253,49;165.000,00;0.00;Apartamento, 0.00 de área total, 42.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539360921
 10167291 ;SP ;AMERICO BRASILIENSE ;JARDIM SAO JOSE ;AVENIDA JULIO CORREIA ARRUDA, N. 512, LT 3, QD 41 ;335.067,32;572.188,06;41.45;Comercial, 0.00 de área total, 252.34 de área privativa, 312.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10167291
 1444409430245 ;SP ;AMERICO BRASILIENSE ;NOVA VILA CERQUEIRA ;RUA JOSE ROMANIA, N. 50, Apto ., LT 01 QD D ;388.761,72;610.000,00;36.27;Casa, 0.00 de área total, 162.43 de área privativa, 450.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409430245
 8444413582770 ;SP ;ANDRADINA ;CONJUNTO HABITACIONAL ALVARO GASPARELLI ;RUA JOSE MARTINS RODRIGUES ANTIGA RUA 06, N. 550, LT 39 QD 16 ;135.656,45;233.000,00;41.78;Casa, 0.00 de área total, 40.28 de área privativa, 170.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413582770
 8787712338164 ;SP ;ANDRADINA ;JARDIM SAO LOURENCO ;RUA MARIA LUZIA SPAGNUOLO, N. 90, LT 25, QD F ;85.259,24;145.627,04;41.46;Casa, 0.00 de área total, 50.82 de área privativa, 160.35 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712338164
 8444424451620 ;SP ;ANGATUBA ;LOT JD DOMINGOS ORSI ;R ANTÔNIO ANTUNES DE TOLEDO, N. 532, ;168.000,00;168.000,00;0.00;Casa, 0.00 de área total, 48.30 de área privativa, 128.50 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424451620
 8787713819441 ;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;AVENIDA JOAO ARAUJO GRANGEIRO, N. 165, LT 01 QD V ;68.787,97;120.000,00;42.68;Casa, 0.00 de área total, 49.18 de área privativa, 181.44 de área do terreno,  2 qto(s).;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713819441
 8787700456680 ;SP ;ARACATUBA ;MONTE CARLO ;AVENIDA PEDRO JANSER, N. 1086, Apto 101, BL 23  VG 296 ;68.416,98;119.352,80;42.68;Apartamento, 0.00 de área total, 53.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700456680
 8787702877089 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL DOUTOR ANTONIO VIL ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 300, Apto 303, BL 04 PV 3 VG 357 ;71.654,14;125.000,00;42.68;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702877089
 8787711786317 ;SP ;ARACATUBA ;VILA MENDONCA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 402, BL 09 ;71.080,90;124.000,00;42.68;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711786317
 8787702431366 ;SP ;ARACATUBA ;CENTRO ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 300, Apto 301, BL 22 ;69.537,67;121.307,84;42.68;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702431366
 8787713377783 ;SP ;ARACATUBA ;CENTRO ; RUA NOVE, N. 21, 21, G01 ;73.631,00;127.109,30;42.08;Casa, 0.00 de área total, 44.82 de área privativa, 146.39 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713377783
 8555533464288 ;SP ;ARACATUBA ;MORADA DOS NOBRES ;RUA DOUTOR PONTES DE MIRANDA, N. 433, Apto 463, BL 04 ;77.043,32;133.000,00;42.08;Apartamento, 0.00 de área total, 58.56 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533464288
 8787708298676 ;SP ;ARACATUBA ;MORADA DOS NOBRES ;TRAVESSA ERNESTO NAZARET, N. 70, Apto 304, BL 11 ;75.305,50;130.000,00;42.08;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708298676
 8444427407819 ;SP ;ARACATUBA ;RESIDENCIAL JARDIM ATLANTICO ;RUA JOSE TREVISAN BACELAR, N. 346, LOTE 31 QUADRA 18 ;75.305,50;130.000,00;42.08;Casa, 0.00 de área total, 55.59 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427407819
 8787712985585 ;SP ;ARACATUBA ;RESIDENCIAL LUANA ;RUA FELIPE FERNANDES (ANTIGA RUA NOVE), N. 251, QD I, LT 02 ;75.305,50;130.000,00;42.08;Casa, 0.00 de área total, 44.82 de área privativa, 140.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712985585
 8787713226289 ;SP ;ARACATUBA ;RESIDENCIAL LUANA ;RUA NOVE, N. 145, LT 03 QD H ;73.741,47;127.300,00;42.08;Casa, 0.00 de área total, 44.82 de área privativa, 140.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713226289
 8787713775401 ;SP ;ARACATUBA ;CENTRO ;ESTRADA FAUSE CHADE, N. 455, Apto 402, BL 4 ;85.503,28;146.043,86;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713775401
 8787712943793 ;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 1456, Apto 402, BL 5 ;83.949,60;143.390,11;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712943793
 8787705535120 ;SP ;ARACATUBA ;SANTA LUZIA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 201, BL 4 ;90.161,30;154.000,00;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705535120
 8787711062572 ;SP ;ARACATUBA ;VILA ALBA ;RUA ADEMAR RODRIGUES AGUIAR, N. 370, Apto 411, BL 400 ;100.741,08;170.000,00;40.75;Apartamento, 0.00 de área total, 54.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711062572
 8787714500970 ;SP ;ARACATUBA ;CHACARAS PATRIMONIO SANTANA ;RUA AVIACAO, N. 1203, Apto 763, BL 700 ;126.926,84;210.000,00;39.56;Apartamento, 0.00 de área total, 62.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714500970
 1787701109683 ;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 1370, Apto 202, BL 03 ;94.623,28;155.000,00;38.96;Apartamento, 0.00 de área total, 43.05 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701109683
 8444414452772 ;SP ;ARACATUBA ;GARDENIA ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 263, Apto 251, BL 02 ;104.992,75;170.000,00;38.24;Apartamento, 0.00 de área total, 55.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414452772
 1787701745547 ;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 1370, Apto 104, BL 01, VG 28 ;103.757,54;168.000,00;38.24;Apartamento, 0.00 de área total, 42.02 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701745547
 8555527834036 ;SP ;ARACATUBA ;AEROPORTO ;VIA AGUINALDO FERNANDO DOS SANTOS, N. 965, CS 423 ;100.733,30;160.000,00;37.05;Casa, 0.00 de área total, 40.91 de área privativa, 80.96 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527834036
 8787711581847 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL MAO DIVINA ;RUA DEZOITO, N. 306, LT 07 QD G2 ;123.860,61;141.200,00;12.29;Casa, 0.00 de área total, 54.36 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711581847
 8787708727275 ;SP ;ARACATUBA ;CHACARAS PARAISO ;RUA DEZESSEIS, N. 121, LT 47 QD A2 ;111.061,53;126.500,00;12.21;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708727275
 8787711498532 ;SP ;ARACATUBA ;RES AIMORE ;RUA DEZESSEIS, N. 258, LT 09 QD C2 ;117.179,63;130.000,00;9.87;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711498532
 8444425490492 ;SP ;ARACATUBA ;MORADA DOS NOBRES ;RUA VICENTE LEPORACE, N. 443, . ;140.290,23;150.000,00;6.48;Casa, 0.00 de área total, 62.56 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425490492
